"year","country","country_code","category","value","category_code","category_clean_name"
2002,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,22031.1266650621,co2,Carbon Dioxide
2001,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,20943.1099586839,co2,Carbon Dioxide
2000,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,19789.1217501208,co2,Carbon Dioxide
1999,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,20215.653226001,co2,Carbon Dioxide
1998,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,19372.3876004329,co2,Carbon Dioxide
1997,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,18666.4669752133,co2,Carbon Dioxide
1996,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,17587.8984604534,co2,Carbon Dioxide
1995,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,16992.8004192757,co2,Carbon Dioxide
1994,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,16342.1818762402,co2,Carbon Dioxide
1993,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,17081.2280227503,co2,Carbon Dioxide
1992,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,16607.1344792414,co2,Carbon Dioxide
1991,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,17268.9103457996,co2,Carbon Dioxide
1990,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,23390.075209187,co2,Carbon Dioxide
2014,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6878.555308563,co2,Carbon Dioxide
2013,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6449.610812027,co2,Carbon Dioxide
2012,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7160.971875548,co2,Carbon Dioxide
2011,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7696.667805268,co2,Carbon Dioxide
2010,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,8004.912020822,co2,Carbon Dioxide
2009,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,8372.396591774,co2,Carbon Dioxide
2008,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,8620.395581741,co2,Carbon Dioxide
2007,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,8458.664261444,co2,Carbon Dioxide
2006,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,8152.492308125,co2,Carbon Dioxide
2005,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7961.983988964,co2,Carbon Dioxide
2004,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7776.909404745,co2,Carbon Dioxide
2003,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7550.081927808,co2,Carbon Dioxide
2002,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7160.388457603,co2,Carbon Dioxide
2001,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6969.466175788,co2,Carbon Dioxide
2000,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7095.964384675,co2,Carbon Dioxide
1999,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6847.659115972,co2,Carbon Dioxide
1998,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6580.296149717,co2,Carbon Dioxide
1997,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6287.031657389,co2,Carbon Dioxide
1996,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6156.132133961,co2,Carbon Dioxide
1995,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5848.043785196,co2,Carbon Dioxide
1994,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5977.257104602,co2,Carbon Dioxide
1993,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5733.674102128,co2,Carbon Dioxide
1992,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5482.974869661,co2,Carbon Dioxide
1991,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5107.082886881,co2,Carbon Dioxide
1990,Cyprus,CY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4621.007176785,co2,Carbon Dioxide
2014,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,101159.12216724,co2,Carbon Dioxide
2013,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,106477.08866661,co2,Carbon Dioxide
2012,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,109841.328902436,co2,Carbon Dioxide
2011,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,114113.146744787,co2,Carbon Dioxide
2010,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,115757.36858641,co2,Carbon Dioxide
2009,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,113970.029219436,co2,Carbon Dioxide
2008,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,121780.716313732,co2,Carbon Dioxide
2007,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,126933.162985254,co2,Carbon Dioxide
2006,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,125923.402444959,co2,Carbon Dioxide
2005,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,124590.137925265,co2,Carbon Dioxide
2004,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,126876.916162316,co2,Carbon Dioxide
2003,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,126151.648802001,co2,Carbon Dioxide
2002,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,122593.400101873,co2,Carbon Dioxide
2001,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,125541.536474736,co2,Carbon Dioxide
2000,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,125841.969268613,co2,Carbon Dioxide
1999,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,115475.259995958,co2,Carbon Dioxide
1998,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,123696.517294897,co2,Carbon Dioxide
1997,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,128732.638710869,co2,Carbon Dioxide
1996,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,132234.071786388,co2,Carbon Dioxide
1995,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,129767.166426691,co2,Carbon Dioxide
1994,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,129188.734109272,co2,Carbon Dioxide
1993,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,135588.565572531,co2,Carbon Dioxide
1992,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,141565.719740237,co2,Carbon Dioxide
1991,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,146047.33959314,co2,Carbon Dioxide
1990,Czech Republic,CZ,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,161662.018871736,co2,Carbon Dioxide
2014,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,37460.6564588265,co2,Carbon Dioxide
2013,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,41537.0358081307,co2,Carbon Dioxide
2012,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,39524.4020330104,co2,Carbon Dioxide
2011,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43970.7892561051,co2,Carbon Dioxide
2010,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,48993.4173755474,co2,Carbon Dioxide
2009,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,48592.2113851369,co2,Carbon Dioxide
2008,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,50935.6715289027,co2,Carbon Dioxide
2007,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,54429.0851744511,co2,Carbon Dioxide
2006,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,59162.4996316885,co2,Carbon Dioxide
2005,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,51307.2445174626,co2,Carbon Dioxide
2004,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,54916.9105639724,co2,Carbon Dioxide
2003,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,60493.9617162995,co2,Carbon Dioxide
2002,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,55339.6716999691,co2,Carbon Dioxide
2001,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,55845.147180549,co2,Carbon Dioxide
2000,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,54148.9049729906,co2,Carbon Dioxide
1999,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,58456.4158198368,co2,Carbon Dioxide
1998,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61117.3416291516,co2,Carbon Dioxide
1997,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,65457.8348433241,co2,Carbon Dioxide
1996,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,75110.840989738,co2,Carbon Dioxide
1995,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61914.1610128897,co2,Carbon Dioxide
1994,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,64988.7809040025,co2,Carbon Dioxide
1993,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61038.6712439614,co2,Carbon Dioxide
1992,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,58960.3115236108,co2,Carbon Dioxide
1991,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,64874.8138594637,co2,Carbon Dioxide
1990,Denmark,DK,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,54306.4333356516,co2,Carbon Dioxide
2014,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,18918.7153387101,co2,Carbon Dioxide
2013,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,19566.3683734371,co2,Carbon Dioxide
2012,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,17304.6372276438,co2,Carbon Dioxide
2011,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,18449.9308643309,co2,Carbon Dioxide
2010,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,17833.779609149,co2,Carbon Dioxide
2009,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,14153.005161794,co2,Carbon Dioxide
2008,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,17264.5200333765,co2,Carbon Dioxide
2007,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,18755.6479305233,co2,Carbon Dioxide
2006,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,15719.5289253761,co2,Carbon Dioxide
2005,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,16330.7338304477,co2,Carbon Dioxide
2004,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,17055.0742451822,co2,Carbon Dioxide
2003,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,16833.2142927367,co2,Carbon Dioxide
2002,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,15020.2841500601,co2,Carbon Dioxide
2001,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,15493.8609887605,co2,Carbon Dioxide
2000,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,15141.3877177023,co2,Carbon Dioxide
1999,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,15518.4906207187,co2,Carbon Dioxide
1998,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,16684.3031468739,co2,Carbon Dioxide
1997,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,18223.6042706384,co2,Carbon Dioxide
1996,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,18666.1359705806,co2,Carbon Dioxide
1995,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,17953.7359736926,co2,Carbon Dioxide
1994,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,19626.4459432317,co2,Carbon Dioxide
1993,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,18810.9639158495,co2,Carbon Dioxide
1992,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,24187.827575953,co2,Carbon Dioxide
1991,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,33662.372514403,co2,Carbon Dioxide
1990,Estonia,EE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,36666.0272974484,co2,Carbon Dioxide
2014,European Union,EU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,3463397.56376209,co2,Carbon Dioxide
2013,European Union,EU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,3646389.52530377,co2,Carbon Dioxide
